weapon_type,firearm_caliber,weapon_description,trr_report_id
Other (Specify),,CANINE,102848
Other (Specify),,CANINE,102849
Other (Specify),,CANINE,102850
Other (Specify),,ATTACK DOG,102851
Hands/Fists,,,102857
Verbal Threat (Assault),,,102857
Verbal Threat (Assault),,,102860
Verbal Threat (Assault),,,102861
Feet,,,102862
Hands/Fists,,,102862
Verbal Threat (Assault),,,102862
Verbal Threat (Assault),,,102865
Verbal Threat (Assault),,,102867
Verbal Threat (Assault),,,102868
Hands/Fists,,,102870
Firearm - Semi-Automatic,UNKNOWN,,102871
Other (Specify),,SPAT ON OFFICER,102872
Hands/Fists,,,102874
Verbal Threat (Assault),,,102877
Verbal Threat (Assault),,,102878
Hands/Fists,,,102882
Feet,,,102887
Feet,,,102888
Hands/Fists,,,102888
"Mouth (Spit,Bite,Etc)",,,102888
Firearm - Semi-Automatic,380 ACP,,102892
Other (Specify),,CELL PHONE,102894
Hands/Fists,,,102895
Other (Specify),,LUNGED TOWARDS R/O,102895
Verbal Threat (Assault),,,102895
Firearm - Semi-Automatic,40 S&W,,102896
Feet,,,102897
Firearm - Semi-Automatic,40 S&W,,102897
Verbal Threat (Assault),,,102897
Feet,,,102898
Firearm - Semi-Automatic,40 S&W,,102898
"Mouth (Spit,Bite,Etc)",,,102898
Verbal Threat (Assault),,,102898
Firearm - Semi-Automatic,40 S&W,,102899
Hands/Fists,,,102900
Hands/Fists,,,102903
Hands/Fists,,,102904
Hands/Fists,,,102906
Hands/Fists,,,102907
Feet,,,102909
"Mouth (Spit,Bite,Etc)",,,102909
Verbal Threat (Assault),,,102909
"Mouth (Spit,Bite,Etc)",,,102914
Verbal Threat (Assault),,,102914
Vehicle - Officer Struck With Vehicle,,,102917
Other (Specify),,OFFICER DRAGGED BY VEHICLE,102918
Hands/Fists,,,102919
Hands/Fists,,,102920
Hands/Fists,,,102922
Verbal Threat (Assault),,,102922
Feet,,,102924
Hands/Fists,,,102924
"Mouth (Spit,Bite,Etc)",,,102924
Verbal Threat (Assault),,,102924
Feet,,,102928
Verbal Threat (Assault),,,102928
Firearm - Semi-Automatic,40 S&W,,102935
Vehicle - Officer Struck With Vehicle,,,102935
Firearm - Semi-Automatic, 9 MM,,102937
Vehicle - Officer Struck With Vehicle,,,102937
Firearm - Semi-Automatic,40 S&W,,102938
Firearm - Semi-Automatic,40 S&W,,102941
Blunt Instrument,,BOARD WITH PROTRUDING NAILS,102947
Hands/Fists,,,102947
Other (Specify),,BOARD WITH NAILS,102947
Hands/Fists,,,102948
Other (Specify),,BOARD WITH NAILS,102948
Hands/Fists,,,102962
Firearm - Semi-Automatic,40 S&W,,102966
Hands/Fists,,,102966
Hands/Fists,,,102971
Hands/Fists,,,102975
Verbal Threat (Assault),,,102975
Hands/Fists,,,102976
Verbal Threat (Assault),,,102976
Other (Specify),,2 LITER BOTTLE THROWN STRIKING SERGEANT DOBDA,102977
Verbal Threat (Assault),,,102979
Feet,,,102980
Hands/Fists,,,102980
Verbal Threat (Assault),,,102980
Verbal Threat (Assault),,,102981
Hands/Fists,,,102987
Other (Specify),,EXITED VEH APPROACHED R/O IN AGGRESSIVE MANNER WHILE YELLING,102988
Vehicle - Attempted To Strike Officer With Vehicle,,,102988
Hands/Fists,,,102990
Verbal Threat (Assault),,,102990
Hands/Fists,,,102995
Other (Specify),,THREW CITATION AT RO'S FACE,102996
Other (Specify),,GLASS BOTTLE,103002
Firearm - Semi-Automatic,40 S&W,,103005
Firearm - Semi-Automatic,40 S&W,,103006
Verbal Threat (Assault),,,103007
Hands/Fists,,,103010
"Mouth (Spit,Bite,Etc)",,,103010
Other (Specify),,HEADBUTT,103013
Verbal Threat (Assault),,,103013
Hands/Fists,,,103014
"Mouth (Spit,Bite,Etc)",,,103017
Feet,,,103018
"Mouth (Spit,Bite,Etc)",,,103018
Verbal Threat (Assault),,,103018
Firearm - Semi-Automatic, 9 MM,,103019
Other (Specify),,THREATEN TO SPIT ON ,103047
"Mouth (Spit,Bite,Etc)",,,103049
Other (Specify),,ATTEMPT DISARM,103053
Hands/Fists,,,103055
Firearm - Revolver,410,,103061
Vehicle - Attempted To Strike Officer With Vehicle,,,103069
Firearm - Semi-Automatic, 9 MM,,103075
Other (Specify),,CLOSED CAR WINDOW ON R/O'S LEFT ARM,103075
Feet,,,103077
Hands/Fists,,,103077
Other (Specify),,"SWUNG BAG, HIT MEMBER'S FACE",103089
Firearm - Semi-Automatic,40 S&W,,103097
Feet,,,103099
Other (Specify),,KICKED IN GROIN.,103099
Feet,,,103100
Other (Specify),,KICKED IN LEG BY OFFENDER,103100
Feet,,,103101
Hands/Fists,,,103101
Other (Specify),,KICKED OFFICER IN ARM,103101
Verbal Threat (Assault),,,103107
Firearm - Semi-Automatic, 9 MM,,103113
Firearm - Semi-Automatic, 9 MM,,103114
Verbal Threat (Assault),,,103115
"Mouth (Spit,Bite,Etc)",,,103117
Other (Specify),,FLAILING ELBOWS AND LEGS,103117
Hands/Fists,,,103121
Hands/Fists,,,103124
Verbal Threat (Assault),,,103135
Other (Specify),,VEHICLE-STRUCK SQUAD CAR INTENTIONALLY ,103138
Other (Specify),,VEHICLE STRUCK SQUAD CAR INTENTIONALLY,103139
Other (Specify),,"CLOSED DISTANCE, COMBATIVE STANCE",103147
Verbal Threat (Assault),,,103147
Other (Specify),,COMBATIVE STANCE AND CLOSED DISTANCE,103148
Verbal Threat (Assault),,,103148
Firearm - Semi-Automatic, 9 MM,,103149
Firearm - Semi-Automatic, 9 MM,,103150
Hands/Fists,,,103150
Firearm - Semi-Automatic, 9 MM,,103151
Hands/Fists,,,103151
Firearm - Semi-Automatic, 9 MM,JIMENEZ ARMS HANDGUN,103153
Firearm - Semi-Automatic, 9 MM,,103154
Hands/Fists,,,103155
Firearm - Semi-Automatic,UNKNOWN,,103156
Hands/Fists,,,103156
Hands/Fists,,,103157
Verbal Threat (Assault),,,103158
Feet,,,103160
Hands/Fists,,,103160
"Mouth (Spit,Bite,Etc)",,,103160
Verbal Threat (Assault),,,103160
Feet,,,103161
Hands/Fists,,,103161
"Mouth (Spit,Bite,Etc)",,,103161
Other (Specify),,THREATENED R/O WITH SYRINGE ,103161
Verbal Threat (Assault),,,103161
"Mouth (Spit,Bite,Etc)",,,103162
"Mouth (Spit,Bite,Etc)",,,103165
Feet,,,103176
Hands/Fists,,,103187
Hands/Fists,,,103192
"Mouth (Spit,Bite,Etc)",,,103192
Verbal Threat (Assault),,,103192
"Mouth (Spit,Bite,Etc)",,,103193
Verbal Threat (Assault),,,103193
Firearm - Semi-Automatic, 9 MM,,103204
Verbal Threat (Assault),,,103207
Other (Specify),,KNEE,103209
Verbal Threat (Assault),,,103209
Hands/Fists,,,103211
Hands/Fists,,,103213
Other (Specify),,DRAGGED OFFICER INTO DOORWAY,103220
Hands/Fists,,,103223
Other (Specify),,GRABBED HAND AND FINGERS,103223
Feet,,,103224
Hands/Fists,,,103224
Verbal Threat (Assault),,,103225
Firearm - Semi-Automatic, 9 MM,,103227
Hands/Fists,,,103228
Feet,,,103230
Verbal Threat (Assault),,,103233
Feet,,,103234
"Mouth (Spit,Bite,Etc)",,,103234
Firearm - Semi-Automatic,40 S&W,,103239
Firearm - Semi-Automatic,40 S&W,STOEGER,103240
Firearm - Semi-Automatic,40 S&W,,103241
Firearm - Semi-Automatic,40 S&W,,103242
Firearm - Semi-Automatic,22 LR,SIG SAUER MOSQUITO,103249
Firearm - Semi-Automatic,22 LR,"SIG SAUER, MOD. MOSQUITO",103252
Firearm - Semi-Automatic,22 LR,,103253
Hands/Fists,,,103254
"Mouth (Spit,Bite,Etc)",,,103254
Other (Specify),,CLENCH FIST/GRIND TEETH,103254
Verbal Threat (Assault),,,103254
Feet,,,103255
Firearm - Semi-Automatic, 9 MM,,103256
Firearm - Semi-Automatic, 9 MM,,103257
Firearm - Semi-Automatic,380 ACP,,103262
Firearm - Semi-Automatic,40 S&W,GLOCK,103266
Firearm - Semi-Automatic,40 S&W,GLOCK,103267
Hands/Fists,,,103269
Hands/Fists,,,103270
Other (Specify),,HEAD,103270
Feet,,,103271
Hands/Fists,,,103276
Verbal Threat (Assault),,,103276
Firearm - Semi-Automatic,OTHER,40 CALIBER GLOCK,103282
Other (Specify),,CRASHED VEHICLE WHILE OFFICER IN VEHICLE. CAUSING INJURY,103282
"Mouth (Spit,Bite,Etc)",,,103284
Feet,,,103287
Hands/Fists,,,103287
Feet,,,103288
Hands/Fists,,,103288
Other (Specify),,PUSHED UNIFORMED P.O. JOHNSON #8781 ASIDE ACTIVELY RESISTED,103295
Verbal Threat (Assault),,,103297
Hands/Fists,,,103299
Verbal Threat (Assault),,,103301
Firearm - Semi-Automatic,380 ACP,,103302
Other (Specify),,POINTED WEAPON AT MEMBER,103302
Verbal Threat (Assault),,,103302
Other (Specify),,STEERED VEH AT MEMBER'S VEH,103304
Verbal Threat (Assault),,,103304
Verbal Threat (Assault),,,103307
"Mouth (Spit,Bite,Etc)",,,103308
Hands/Fists,,,103310
Hands/Fists,,,103325
Hands/Fists,,,103326
Verbal Threat (Assault),,,103326
Verbal Threat (Assault),,,103327
Hands/Fists,,,103334
Verbal Threat (Assault),,,103334
Hands/Fists,,,103338
Hands/Fists,,,103339
"Mouth (Spit,Bite,Etc)",,,103341
Other (Specify),,PUSHED MEMBER,103342
Feet,,,103349
Hands/Fists,,,103352
"Mouth (Spit,Bite,Etc)",,,103352
Feet,,,103361
Knife/Other Cutting Instrument,,,103368
Knife/Other Cutting Instrument,,,103369
Feet,,,103375
Hands/Fists,,,103375
Other (Specify),,CHEST AND BACK BUMP,103380
Firearm - Semi-Automatic, 9 MM,,103382
Firearm - Semi-Automatic,40 S&W,,103383
Firearm - Semi-Automatic,40 S&W,,103384
Firearm - Semi-Automatic,40 S&W,,103385
"Mouth (Spit,Bite,Etc)",,,103385
Firearm - Semi-Automatic,40 S&W,,103386
Hands/Fists,,,103386
Verbal Threat (Assault),,,103393
Other (Specify),,ROCKS,103394
Vehicle - Officer Struck With Vehicle,,,103398
Feet,,,103399
Hands/Fists,,,103399
Hands/Fists,,,103400
Hands/Fists,,,103402
Other (Specify),,RAISED CLOSED R FIST,103402
Feet,,,103406
Hands/Fists,,,103406
Hands/Fists,,,103410
Blunt Instrument,,,103412
Feet,,,103414
Hands/Fists,,,103414
"Mouth (Spit,Bite,Etc)",,,103414
Verbal Threat (Assault),,,103414
Feet,,,103415
Hands/Fists,,,103415
"Mouth (Spit,Bite,Etc)",,,103415
Feet,,,103416
Hands/Fists,,,103416
"Mouth (Spit,Bite,Etc)",,,103416
Verbal Threat (Assault),,,103416
Firearm - Semi-Automatic,40 S&W,GLOCK 23 GEN 4,103418
Firearm - Semi-Automatic,40 S&W,GLOCK23,103419
Verbal Threat (Assault),,,103422
Hands/Fists,,,103423
Verbal Threat (Assault),,,103425
Firearm - Semi-Automatic,25 ACP,,103429
Hands/Fists,,,103429
Verbal Threat (Assault),,,103430
Blunt Instrument,,WOODER STICK,103433
Blunt Instrument,,WOODEN STICK,103434
Feet,,,103436
Verbal Threat (Assault),,,103436
Firearm - Semi-Automatic, 9 MM,TAURUS PT92,103437
Firearm - Semi-Automatic, 9 MM,"TAURUS PT92 PARABELLUM 5""BARRELL",103440
Firearm - Semi-Automatic, 9 MM,,103441
Verbal Threat (Assault),,,103444
Hands/Fists,,,103445
Hands/Fists,,,103446
Verbal Threat (Assault),,,103446
Verbal Threat (Assault),,,103453
Verbal Threat (Assault),,,103458
Verbal Threat (Assault),,,103459
Firearm - Semi-Automatic,OTHER,.25ACP PISTOL,103460
Firearm - Semi-Automatic,25 ACP,,103462
Verbal Threat (Assault),,,103463
Hands/Fists,,,103464
Verbal Threat (Assault),,,103465
Other (Specify),,FOREARM,103472
Hands/Fists,,,103474
Hands/Fists,,,103475
Firearm - Semi-Automatic,380 ACP,,103482
Hands/Fists,,,103482
Firearm - Semi-Automatic,380 ACP,,103483
Hands/Fists,,,103485
Hands/Fists,,,103491
"Mouth (Spit,Bite,Etc)",,,103492
Hands/Fists,,,103494
Verbal Threat (Assault),,,103494
Feet,,,103496
Other (Specify),,SWUNG ARMS & LEGS WILDLY,103497
Other (Specify),,SWINGING ARMS & LEGS WILDLY,103498
Verbal Threat (Assault),,,103501
Hands/Fists,,,103504
"Mouth (Spit,Bite,Etc)",,,103510
Verbal Threat (Assault),,,103511
Firearm - Semi-Automatic, 9 MM,,103512
Knife/Other Cutting Instrument,,,103513
Hands/Fists,,,103517
Verbal Threat (Assault),,,103517
Feet,,,103522
Hands/Fists,,,103522
Verbal Threat (Assault),,,103526
Hands/Fists,,,103528
Hands/Fists,,,103529
Verbal Threat (Assault),,,103529
Hands/Fists,,,103530
Vehicle - Attempted To Strike Officer With Vehicle,,,103537
Other (Specify),,OFFENDER'S BODY STRUCK R/O'S BODY AS HE ATTEMPTED TO FLEE,103543
Firearm - Revolver,22 SHORT,,103547
Verbal Threat (Assault),,,103550
Firearm - Semi-Automatic, 9 MM,,103555
Firearm - Semi-Automatic, 9 MM,,103565
Firearm - Semi-Automatic, 9 MM,,103566
Verbal Threat (Assault),,,103568
Hands/Fists,,,103569
Hands/Fists,,,103570
Hands/Fists,,,103571
Hands/Fists,,,103572
Firearm - Revolver,22 SHORT,,103573
Other (Specify),,CRACK PIPE,103574
Feet,,,103575
Other (Specify),,CRACK PIPE,103575
Other (Specify),,CRACK PIPE,103576
Other (Specify),,LEFT ELBOW,103578
"Mouth (Spit,Bite,Etc)",,,103579
"Mouth (Spit,Bite,Etc)",,,103580
Hands/Fists,,,103581
Other (Specify),,SPIT,103581
Feet,,,103582
Hands/Fists,,,103582
"Mouth (Spit,Bite,Etc)",,,103582
Verbal Threat (Assault),,,103582
Hands/Fists,,,103585
"Mouth (Spit,Bite,Etc)",,,103585
Verbal Threat (Assault),,,103585
"Mouth (Spit,Bite,Etc)",,,103586
Hands/Fists,,,103588
Verbal Threat (Assault),,,103588
Hands/Fists,,,103589
Other (Specify),,LARGE GLASS  BOTTLE.,103600
Hands/Fists,,,103605
Other (Specify),,LARGE GLASS BOTTLE,103606
Other (Specify),,LARGE GLASS BOTTLE IN RAISED HAND,103606
Verbal Threat (Assault),,,103606
Hands/Fists,,,103608
Verbal Threat (Assault),,,103608
Hands/Fists,,,103609
Verbal Threat (Assault),,,103609
Knife/Other Cutting Instrument,,,103611
Firearm - Semi-Automatic,40 S&W,,103613
Hands/Fists,,,103614
Verbal Threat (Assault),,,103617
Feet,,,103626
Hands/Fists,,,103626
Hands/Fists,,,103628
Feet,,,103630
Hands/Fists,,,103630
Hands/Fists,,,103642
"Mouth (Spit,Bite,Etc)",,,103648
Firearm - Rifle,UNKNOWN,,103649
Firearm - Semi-Automatic,UNKNOWN,,103649
Firearm - Semi-Automatic,40 S&W,,103650
Hands/Fists,,,103659
Hands/Fists,,,103661
Feet,,,103664
Firearm - Semi-Automatic, 9 MM,GLOCK,103664
Hands/Fists,,,103664
Other (Specify),,SCREWDRIVER,103665
Other (Specify),,SCREWDRIVER,103666
Other (Specify),,SCREWDRIVER,103667
Other (Specify),,SCREWDRIVER,103668
Feet,,,103671
Hands/Fists,,,103671
"Mouth (Spit,Bite,Etc)",,,103672
Feet,,,103673
Firearm - Semi-Automatic, 9 MM,,103674
Firearm - Semi-Automatic, 9 MM,,103675
Firearm - Semi-Automatic,380 ACP,,103676
Verbal Threat (Assault),,,103677
Verbal Threat (Assault),,,103678
Hands/Fists,,,103687
Firearm - Semi-Automatic, 9 MM,,103688
Hands/Fists,,,103690
Firearm - Semi-Automatic, 9 MM,,103694
Hands/Fists,,,103698
Verbal Threat (Assault),,,103698
Firearm - Semi-Automatic, 9 MM,,103704
Firearm - Semi-Automatic, 9 MM,,103705
Hands/Fists,,,103706
Verbal Threat (Assault),,,103706
Verbal Threat (Assault),,,103709
Firearm - Semi-Automatic, 9 MM,,103710
Hands/Fists,,,103717
Verbal Threat (Assault),,,103718
Verbal Threat (Assault),,,103719
Firearm - Semi-Automatic, 9 MM,,103722
Hands/Fists,,,103724
Verbal Threat (Assault),,,103724
Firearm - Semi-Automatic, 9 MM,,103728
Verbal Threat (Assault),,,103734
"Mouth (Spit,Bite,Etc)",,,103736
Knife/Other Cutting Instrument,,,103740
Knife/Other Cutting Instrument,,,103743
Verbal Threat (Assault),,,103745
Other (Specify),,"FIGHTING STANCE, CLENCHED FISTS",103747
"Mouth (Spit,Bite,Etc)",,,103748
"Mouth (Spit,Bite,Etc)",,,103749
Hands/Fists,,,103758
Feet,,,103766
Feet,,,103768
Hands/Fists,,,103768
Hands/Fists,,,103769
Verbal Threat (Assault),,,103769
Verbal Threat (Assault),,,103770
Other (Specify),,HANDS  AND FEET,103773
Verbal Threat (Assault),,,103773
Feet,,,103777
Hands/Fists,,,103780
Verbal Threat (Assault),,,103780
Verbal Threat (Assault),,,103781
Firearm - Semi-Automatic, 9 MM,,103782
Other (Specify),,AGGRAVATED ASSAULT W HANDGUN,103782
Firearm - Semi-Automatic, 9 MM,,103783
Vehicle - Officer Struck With Vehicle,,,103784
Firearm - Semi-Automatic,380 ACP,ACCU-TEK  HAND GUN,103791
Firearm - Semi-Automatic,UNKNOWN,,103793
Firearm - Semi-Automatic,UNKNOWN,,103795
Firearm - Semi-Automatic,380 ACP,,103796
Firearm - Semi-Automatic,380 ACP,BERSA,103797
Firearm - Semi-Automatic,OTHER,BERSA MODEL 83 .380 CAL,103798
Other (Specify),,POINTNG GUN IN R/O DIRECTION,103798
Vehicle - Officer Struck With Vehicle,,,103800
Firearm - Semi-Automatic,380 ACP,BERSA,103801
Firearm - Semi-Automatic,380 ACP,,103802
Firearm - Semi-Automatic,380 ACP,BERSA,103803
Feet,,,103804
"Mouth (Spit,Bite,Etc)",,,103808
Firearm - Semi-Automatic, 9 MM,,103814
Firearm - Semi-Automatic, 9 MM,,103815
Vehicle - Attempted To Strike Officer With Vehicle,,,103823
Feet,,,103824
Hands/Fists,,,103824
"Mouth (Spit,Bite,Etc)",,,103824
Verbal Threat (Assault),,,103824
Feet,,,103825
Hands/Fists,,,103825
"Mouth (Spit,Bite,Etc)",,,103825
Verbal Threat (Assault),,,103825
Firearm - Semi-Automatic, 9 MM,,103826
Hands/Fists,,,103826
Firearm - Semi-Automatic, 9 MM,,103827
Hands/Fists,,,103830
Hands/Fists,,,103837
Firearm - Semi-Automatic,380 ACP,,103842
Hands/Fists,,,103845
Other (Specify),,SLAPPED,103845
Knife/Other Cutting Instrument,,,103849
Hands/Fists,,,103858
Other (Specify),,OPEN HAND STRIKE TO R/O HANDS,103858
Hands/Fists,,,103859
Other (Specify),,PUSHED,103859
Hands/Fists,,,103862
Hands/Fists,,,103863
Feet,,,103866
Other (Specify),,LEFT ARM,103870
Hands/Fists,,,103871
Firearm - Revolver, 38 CAL,BRITISH BULLDOG REVOLVER,103879
Firearm - Revolver, 38 CAL,BRITISH BULLDOG REVOLVER,103880
Verbal Threat (Assault),,,103883
Firearm - Semi-Automatic,40 S&W,GLOCK MOD #22,103890
Firearm - Semi-Automatic,40 S&W,SEMI-AUTO GLOCK MOD#22 ,103891
Other (Specify),,HANDGUN,103891
Verbal Threat (Assault),,,103891
Verbal Threat (Assault),,,103894
Firearm - Revolver,357 MAG,SMITH AND WESSON,103896
Firearm - Revolver,357 MAG,,103897
Verbal Threat (Assault),,,103901
Verbal Threat (Assault),,,103902
Feet,,,103903
Hands/Fists,,,103903
"Mouth (Spit,Bite,Etc)",,,103907
"Mouth (Spit,Bite,Etc)",,,103908
Verbal Threat (Assault),,,103908
Feet,,,103915
Hands/Fists,,,103915
Feet,,,103918
Other (Specify),,SHOULDERS,103918
Firearm - Revolver, 38 CAL,,103923
"Mouth (Spit,Bite,Etc)",,,103923
Other (Specify),,HEADBUTT,103923
Verbal Threat (Assault),,,103924
Firearm - Revolver,32 CAL,,103925
Hands/Fists,,,103925
Other (Specify),,OFFENDER WAS REACHING FOR HIS FIREARM,103925
Firearm - Revolver,32 CAL,,103926
Hands/Fists,,,103926
Other (Specify),,OFFENDER WAS REACHING FOR HIS FIREARM,103926
Other (Specify),,GRABBED,103928
"Mouth (Spit,Bite,Etc)",,,103929
Other (Specify), 9 MM,POSSESSION LIVE AMMO,103932
Hands/Fists,,,103940
Other (Specify),,HEAD,103940
Other (Specify),,HEAD BUTT,103941
Verbal Threat (Assault),,,103941
Hands/Fists,,,103942
Verbal Threat (Assault),,,103942
Hands/Fists,,,103943
Firearm - Semi-Automatic, 9 MM,BLACK RUGER P95 9MM,103945
Hands/Fists,,,103946
Knife/Other Cutting Instrument,,,103946
Other (Specify),,PUSHED R/O,103946
Hands/Fists,,,103953
Hands/Fists,,,103955
Feet,,,103969
Hands/Fists,,,103969
Feet,,,103979
Hands/Fists,,,103982
Verbal Threat (Assault),,,103982
Hands/Fists,,,103985
Other (Specify),,ATTEMPTED TO PUNCH P.O,103985
Verbal Threat (Assault),,,103985
Other (Specify),,BLADED STANCE ,103986
Other (Specify),,WEAPON IMPLIED ,103987
Verbal Threat (Assault),,,103987
Hands/Fists,,,103988
Hands/Fists,,,103989
Verbal Threat (Assault),,,103989
Other (Specify),,VEHICLE,103993
Vehicle - Attempted To Strike Officer With Vehicle,,,103993
Other (Specify),,SHOULDER,104002
Other (Specify),,BODY,104003
Verbal Threat (Assault),,,104005
Firearm - Semi-Automatic, 9 MM,,104006
Firearm - Semi-Automatic, 9 MM,,104007
Hands/Fists,,,104011
Verbal Threat (Assault),,,104011
Feet,,,104012
Hands/Fists,,,104012
Verbal Threat (Assault),,,104012
Hands/Fists,,,104014
Other (Specify),,WALKED TOWARDS R/O IN AGGRESSIVE MATTER NOT FOLLOWING VERBAL,104015
Firearm - Semi-Automatic,25 ACP,,104016
Other (Specify),,HEAD,104016
Hands/Fists,,,104022
Hands/Fists,,,104023
Verbal Threat (Assault),,,104023
Other (Specify),,"CLINCHED FIST, ADVANCED IN AGGRESSIVE MANNER",104024
"Mouth (Spit,Bite,Etc)",,,104025
Other (Specify),, ,104025
"Mouth (Spit,Bite,Etc)",,,104027
Other (Specify),,SPIT ON OFFICER,104027
Other (Specify),,PULLED AWAY/PUSHED,104028
Hands/Fists,,,104029
Hands/Fists,,,104031
Firearm - Semi-Automatic,45 CAL,,104035
Other (Specify),,USED DOOR TO STRIKE OFFICER,104036
Feet,,,104037
Feet,,,104038
Firearm - Semi-Automatic, 9 MM,,104039
Firearm - Semi-Automatic, 9 MM,,104040
Hands/Fists,,,104041
Hands/Fists,,,104043
Feet,,,104046
Other (Specify),,COMB,104049
Firearm - Semi-Automatic,22 SHORT,,104059
Feet,,,104061
Hands/Fists,,,104061
Verbal Threat (Assault),,,104062
Verbal Threat (Assault),,,104063
"Mouth (Spit,Bite,Etc)",,,104065
Verbal Threat (Assault),,,104066
"Mouth (Spit,Bite,Etc)",,,104068
Hands/Fists,,,104076
Verbal Threat (Assault),,,104085
Firearm - Semi-Automatic,40 S&W,,104086
Knife/Other Cutting Instrument,,,104087
Hands/Fists,,,104090
Verbal Threat (Assault),,,104093
Other (Specify),,LUNGED AT OFFICER,104097
Verbal Threat (Assault),,,104099
Other (Specify),,LEATHER BELT,104100
Firearm - Revolver,357 MAG,,104102
Firearm - Revolver,357 MAG,,104103
"Mouth (Spit,Bite,Etc)",,,104104
Hands/Fists,,,104107
Verbal Threat (Assault),,,104107
Hands/Fists,,,104108
Verbal Threat (Assault),,,104108
Knife/Other Cutting Instrument,,,104114
Other (Specify),,HEAD,104115
Verbal Threat (Assault),,,104118
Firearm - Semi-Automatic, 9 MM,,104120
Other (Specify),,HEADBUTT,104122
Hands/Fists,,,104124
Knife/Other Cutting Instrument,,METAL WIRE SHEARS,104127
Hands/Fists,,,104128
Hands/Fists,,,104129
"Mouth (Spit,Bite,Etc)",,,104133
Verbal Threat (Assault),,,104133
Firearm - Semi-Automatic,380 ACP,,104138
Firearm - Semi-Automatic,380 ACP,SMITH & WESSON,104141
Verbal Threat (Assault),,,104144
Hands/Fists,,,104145
"Mouth (Spit,Bite,Etc)",,,104146
"Mouth (Spit,Bite,Etc)",,,104147
Hands/Fists,,,104154
Verbal Threat (Assault),,,104156
Firearm - Semi-Automatic,22 LR,,104157
Firearm - Semi-Automatic,22 LR,,104159
Other (Specify),,ATTEMTPTED HEAD BUTT,104160
Verbal Threat (Assault),,,104161
Hands/Fists,,,104163
Verbal Threat (Assault),,,104163
Feet,,,104174
Other (Specify),,HEADBUTT,104175
Firearm - Semi-Automatic,380 ACP,,104176
Hands/Fists,,,104176
Firearm - Semi-Automatic,UNKNOWN,"SMALL, BLUE STEEL SEMI-AUTO",104177
Hands/Fists,,,104177
Other (Specify),,"CHARGED IN AGGRESIVE MOVEMENT AT RO, RO IN FEAR OF BATTERY",104184
Hands/Fists,,,104186
Verbal Threat (Assault),,,104186
Hands/Fists,,,104189
Other (Specify),,HEAD BUTT ,104190
"Mouth (Spit,Bite,Etc)",,,104196
Verbal Threat (Assault),,,104196
Feet,,,104198
"Mouth (Spit,Bite,Etc)",,,104198
Verbal Threat (Assault),,,104198
"Mouth (Spit,Bite,Etc)",,,104205
"Mouth (Spit,Bite,Etc)",,,104206
Verbal Threat (Assault),,,104206
Firearm - Semi-Automatic,40 S&W,,104209
Firearm - Semi-Automatic,40 S&W,JCP HI-POINT,104210
Verbal Threat (Assault),,,104213
Hands/Fists,,,104217
